track_id,km,sleeper_id,beta_ballast,gpr_risk,geom_dev,sleeper_type,obstacle_flag,past_defects_count,noise_zone
Linea_MX_01,123.12010008340283,37,45.04268873845216,3,0.9413136204129735,concreto,0,1,1
Linea_MX_01,123.1234361968307,38,55.32334066653428,2,3.6777463042903786,concreto,0,0,1
Linea_MX_01,123.12677231025854,39,31.806954854864223,0,5.356795640424471,concreto,0,1,1
Linea_MX_01,123.13010842368641,40,49.254409857109366,1,4.720008856856328,concreto,0,1,1
Linea_MX_01,123.13344453711426,41,32.91950222901576,0,7.9172421985277035,concreto,0,0,1
Linea_MX_01,123.13678065054212,42,19.084957588190893,1,1.9739972933679697,madera,0,3,1
Linea_MX_01,123.14011676396997,43,39.13650309367348,1,4.468958263302469,concreto,0,1,1
Linea_MX_01,123.14345287739783,44,53.607087936075864,2,2.820307855281735,concreto,0,0,1
Linea_MX_01,123.14678899082568,45,50.078835764997024,2,4.753225057268569,madera,0,0,1
Linea_MX_01,123.15012510425355,46,44.822542582817704,1,0.7633092619309112,madera,1,0,1
Linea_MX_01,123.1534612176814,47,80.0,3,1.213186837127275,concreto,0,3,1
Linea_MX_01,123.15679733110926,48,51.19368240463168,2,1.8096674206345393,madera,0,3,1
Linea_MX_01,123.16013344453711,49,59.6810400890602,2,2.3089920665348598,madera,0,2,1
Linea_MX_01,123.16346955796497,50,78.57215007746929,3,8.64376979689829,concreto,0,0,1
Linea_MX_01,123.16680567139282,51,25.588720152581267,0,7.526205742886295,concreto,0,1,1
Linea_MX_01,123.17014178482069,52,29.418176846925697,0,3.3620509878581704,madera,1,1,1
Linea_MX_01,123.17347789824854,53,71.15568337684397,3,4.518799882628514,concreto,0,0,1
Linea_MX_01,123.1768140116764,54,33.02905897138406,1,0.0,madera,0,0,1
Linea_MX_01,123.18015012510425,55,45.445248454549954,2,3.462122960345607,concreto,1,1,1
Linea_MX_01,123.18348623853211,56,61.03973954136523,3,4.478844139935182,concreto,0,1,1
Linea_MX_01,123.18682235195996,57,58.360595869397564,3,7.437052640203673,concreto,0,1,1
Linea_MX_01,123.19015846538782,58,71.32329272971664,2,4.980414159024896,concreto,1,1,1
Linea_MX_01,123.19349457881567,59,67.43466205550203,2,5.298670176326657,concreto,0,1,1
Linea_MX_01,123.19683069224354,60,61.04089004558605,3,4.893288669251387,madera,0,0,1
Linea_MX_01,123.20016680567139,61,33.409369286292126,0,4.807003569016385,bloque,0,1,1
Linea_MX_01,123.20350291909925,62,56.92294001689827,3,0.0,concreto,0,0,1
Linea_MX_01,123.2068390325271,63,49.71407991760301,1,2.749726994979099,concreto,0,2,1
Linea_MX_01,123.21017514595496,64,25.10601810089316,0,8.304660395624627,concreto,0,0,1
Linea_MX_01,123.21351125938281,65,66.25948569715278,3,6.471689327827735,madera,0,1,1
Linea_MX_01,123.21684737281068,66,57.1085480186785,2,5.482703497195423,concreto,0,1,1
Linea_MX_01,123.22018348623853,67,45.68235120946646,2,4.20014592767218,concreto,0,1,1
Linea_MX_01,123.22351959966639,68,41.503619085233794,1,5.978324187236987,bloque,0,2,1
Linea_MX_01,123.22685571309424,69,27.025482829488194,1,1.1653317731415629,madera,0,1,1
Linea_MX_01,123.2301918265221,70,47.99286110337949,2,0.0,bloque,0,0,1
Linea_MX_01,123.23352793994995,71,52.026586791684664,1,2.853740343295095,concreto,0,0,1
Linea_MX_01,123.23686405337781,72,32.53267523635081,0,5.613769173171335,concreto,0,0,1
Linea_MX_01,123.24020016680568,73,62.43306073649294,3,4.323489646805833,bloque,0,1,1
Linea_MX_01,123.24353628023353,74,28.541954302754487,0,7.04187603653485,concreto,0,0,1
Linea_MX_01,123.24687239366139,75,13.153494749363375,0,5.054351549681407,concreto,0,0,1
Linea_MX_01,123.25020850708924,76,60.59590636339051,3,4.134526588643026,concreto,0,2,1
Linea_MX_01,123.2535446205171,77,38.94950942846839,2,7.982454862046911,concreto,0,0,1
Linea_MX_01,123.25688073394495,78,43.109556220304775,2,7.397127335372402,concreto,0,0,1
Linea_MX_01,123.26021684737282,79,32.4372491576242,0,3.7057260963416727,concreto,0,0,1
Linea_MX_01,123.26355296080067,80,20.91055858923896,0,0.6908504169517666,concreto,0,0,1
Linea_MX_01,123.26688907422853,81,63.82856062086328,3,1.2779155232334585,madera,0,0,1
Linea_MX_01,123.27022518765638,82,34.66696524229618,0,3.5156465851475396,concreto,0,0,1
Linea_MX_01,123.27356130108424,83,69.9142873222191,2,2.899565849042647,madera,0,0,1
Linea_MX_01,123.27689741451209,84,57.10962279316093,3,8.97328698964195,concreto,0,0,1
Linea_MX_01,123.28023352793996,85,40.2786277992381,3,0.0,concreto,0,0,1
Linea_MX_01,123.2835696413678,86,28.711463983097,0,3.8072266393323613,concreto,0,0,1
Linea_MX_01,123.28690575479567,87,34.013070199193145,0,0.8013205378052963,concreto,0,1,1
Linea_MX_01,123.29024186822352,88,26.812153033572457,0,4.350405606739153,concreto,0,0,1
Linea_MX_01,123.29357798165138,89,76.30670039382278,3,5.146794498676034,concreto,0,0,1
Linea_MX_01,123.29691409507923,90,47.466618453447374,2,2.785309076758284,concreto,0,0,1
Linea_MX_01,123.3002502085071,91,62.253083138199486,3,5.591444241044549,concreto,0,0,1
Linea_MX_01,123.30358632193494,92,25.98971926484659,1,3.4041191784811176,concreto,0,2,1
Linea_MX_01,123.30692243536281,93,47.715526943955055,2,3.4618131617314893,madera,0,1,1
Linea_MX_01,123.31025854879066,94,62.66792908212867,3,2.746333823743268,concreto,1,0,1
Linea_MX_01,123.31359466221852,95,39.97483857100476,3,5.952472866194748,concreto,0,0,1
Linea_MX_01,123.31693077564637,96,60.46671688382614,3,4.415504391118743,concreto,0,0,1
Linea_MX_01,123.32026688907423,97,28.731481319913502,0,8.719718889348375,concreto,0,1,1
Linea_MX_01,123.32360300250208,98,24.547926830721234,0,7.810074630473153,concreto,0,1,1
Linea_MX_01,123.32693911592995,99,50.69100918117204,1,5.661323822711734,bloque,0,1,1
Linea_MX_01,123.3302752293578,100,39.31235348141172,2,0.0,madera,0,1,1
Linea_MX_01,123.33361134278566,101,54.630820339077474,1,0.0,madera,0,1,1
Linea_MX_01,123.33694745621351,102,15.331681027193266,0,6.958751718369479,madera,0,0,1
Linea_MX_01,123.34028356964137,103,55.68396953205777,3,2.573084321424827,concreto,0,0,1
Linea_MX_01,123.34361968306922,104,80.0,3,4.704531273034873,madera,0,0,1
Linea_MX_01,123.34695579649708,105,44.63061027852779,3,2.108573800000826,concreto,0,0,1
Linea_MX_01,123.35029190992493,106,45.51213193364762,1,5.553659891548734,concreto,0,0,1
Linea_MX_01,123.3536280233528,107,47.69324226958019,3,6.873969832283516,concreto,0,1,1
Linea_MX_01,123.35696413678065,108,17.07036433812319,0,0.3711167812431482,concreto,0,0,1
Linea_MX_01,123.36030025020851,109,51.39219959535465,1,1.5592857235373865,concreto,1,1,1
Linea_MX_01,123.36363636363636,110,20.91885383976053,1,0.0,concreto,0,0,1
Linea_MX_01,123.36697247706422,111,38.584806028142935,3,4.70022193548631,concreto,0,0,1
Linea_MX_01,123.37030859049207,112,63.64304324405606,3,0.0,concreto,0,1,1
Linea_MX_01,123.37364470391994,113,33.971745658498854,0,2.9017549153040783,concreto,0,1,1
Linea_MX_01,123.37698081734779,114,52.518734843511,2,5.5588334395984065,concreto,0,0,1
Linea_MX_01,123.38031693077565,115,60.19108580934556,2,10.174278804024883,madera,0,1,1
Linea_MX_01,123.3836530442035,116,49.18111284144,2,5.1052550268623555,madera,0,0,1
Linea_MX_01,123.38698915763136,117,24.435772948580883,0,7.758654225924769,concreto,0,0,1
Linea_MX_01,123.39032527105921,118,40.01287086972879,3,4.777476527679297,concreto,0,0,1
Linea_MX_01,123.39366138448707,119,74.3911701358243,3,4.927730228155044,madera,0,2,1
Linea_MX_01,123.39699749791492,120,14.624313555037936,1,3.3672313066804183,concreto,0,0,1
Linea_MX_01,123.40033361134279,121,40.86320979200737,3,2.850189601289096,concreto,0,1,1
Linea_MX_01,123.40366972477064,122,36.71837892767839,1,7.523134454628089,concreto,0,0,1
Linea_MX_01,123.4070058381985,123,46.81121044645708,2,5.1240230584749,concreto,0,0,1
Linea_MX_01,123.41034195162635,124,56.22323425780846,3,5.008889034653669,concreto,0,0,1
Linea_MX_01,123.41367806505421,125,69.1303645203308,3,2.1754742187068006,concreto,0,0,1
Linea_MX_01,123.41701417848206,126,40.94651411986263,1,2.964874805714688,concreto,0,2,1
Linea_MX_01,123.42035029190993,127,57.185119949652304,3,10.202471448937178,concreto,0,0,1
Linea_MX_01,123.42368640533778,128,52.496102172977594,2,3.797494508715174,concreto,0,0,1
Linea_MX_01,123.42702251876564,129,52.115209468077005,2,7.978504178775996,concreto,0,0,1
Linea_MX_01,123.43035863219349,130,36.54114102710291,2,2.4392448659977615,concreto,0,0,1
Linea_MX_01,123.43369474562135,131,30.04017796836149,1,6.404632514644846,madera,0,0,1
Linea_MX_01,123.4370308590492,132,28.499353310689543,1,4.869386796536837,concreto,0,0,1
Linea_MX_01,123.44036697247707,133,33.65344185901315,0,2.7888606839705936,concreto,0,0,1
Linea_MX_01,123.44370308590491,134,49.8252986379934,2,5.9456886956334465,bloque,0,0,1
Linea_MX_01,123.44703919933278,135,56.414240896924944,3,0.0,concreto,0,0,1
Linea_MX_01,123.45037531276063,136,49.852032717853426,1,5.723864286763504,madera,0,1,1
Linea_MX_01,123.45371142618849,137,36.765673557063884,1,6.360709665734935,concreto,0,3,1
Linea_MX_01,123.45704753961634,138,72.08955164898713,3,4.819219564338078,madera,0,0,1
Linea_MX_01,123.4603836530442,139,67.7829843544731,3,7.932771089511571,concreto,0,1,1
Linea_MX_01,123.46371976647205,140,39.6899983087474,2,3.795698635919293,madera,0,0,1
Linea_MX_01,123.46705587989992,141,32.64852891021501,0,3.5525824460465323,concreto,0,1,1
Linea_MX_01,123.47039199332778,142,46.95322431236954,1,5.065118587324,concreto,0,0,1
Linea_MX_01,123.47372810675563,143,64.0094796758153,3,6.6031187581605195,bloque,0,2,1
Linea_MX_01,123.4770642201835,144,49.991474658811754,1,5.7095215433574555,concreto,1,0,1
Linea_MX_01,123.48040033361134,145,53.34823057365067,2,3.3201607760122,concreto,0,0,1
Linea_MX_01,123.4837364470392,146,41.818798165865616,1,1.0143164644640605,concreto,0,1,1
Linea_MX_01,123.48707256046706,147,51.84406342803346,1,5.990437767838951,concreto,0,0,1
Linea_MX_01,123.49040867389492,148,68.16816677184207,3,1.631286177180579,concreto,0,1,1
Linea_MX_01,123.49374478732277,149,41.40496827783434,3,1.5451738961192016,concreto,1,2,1
Linea_MX_01,123.49708090075063,150,47.14961598761809,1,2.036070471871917,concreto,0,1,1
Linea_MX_01,123.50041701417848,151,48.80724714824441,3,4.173126420270952,bloque,0,0,1
Linea_MX_01,123.50375312760634,152,49.25588033656556,1,1.6111106071284853,concreto,0,0,1
Linea_MX_01,123.5070892410342,153,23.82166685893159,1,0.5929358896449082,concreto,0,0,1
Linea_MX_01,123.51042535446206,154,16.846970161891583,0,2.0234741666266456,concreto,1,1,1
Linea_MX_01,123.5137614678899,155,29.70517393617241,0,3.450004568617289,madera,0,3,1
Linea_MX_01,123.51709758131777,156,47.51913443102502,2,5.362853404435224,concreto,0,2,1
Linea_MX_01,123.52043369474562,157,53.307842490048166,2,4.201800732291222,madera,0,0,1
Linea_MX_01,123.52376980817348,158,37.03988160339564,1,0.7586137142533733,concreto,0,1,1
Linea_MX_01,123.52710592160133,159,65.6588622430096,3,4.685986394713169,bloque,0,1,1
Linea_MX_01,123.5304420350292,160,42.8523603851072,2,4.968266564188,bloque,0,0,1
Linea_MX_01,123.53377814845705,161,45.30473997351937,1,2.6351104287563434,concreto,0,1,1
Linea_MX_01,123.53711426188491,162,42.090541941710065,2,1.6112618235161102,madera,0,0,1
Linea_MX_01,123.54045037531276,163,47.010401891199976,2,1.6101095378128574,concreto,1,0,1
Linea_MX_01,123.54378648874062,164,55.567111110654054,3,2.4045630494633405,concreto,0,1,1
Linea_MX_01,123.54712260216847,165,54.98480156868497,2,10.642726109307622,madera,0,1,1
Linea_MX_01,123.55045871559633,166,31.523655890856148,1,1.33278277362836,madera,0,0,1
Linea_MX_01,123.55379482902418,167,67.85495664717791,3,4.797997501536639,madera,0,0,1
Linea_MX_01,123.55713094245205,168,28.57460313859624,0,1.8576922108812424,concreto,0,0,1
Linea_MX_01,123.5604670558799,169,46.18840521135919,1,2.4820506526440393,concreto,0,0,1
Linea_MX_01,123.56380316930776,170,40.88405139716471,1,1.881590681810792,concreto,0,0,1
Linea_MX_01,123.56713928273561,171,29.26512484022269,1,6.4036071577197164,concreto,0,1,1
Linea_MX_01,123.57047539616347,172,43.873191180392524,2,5.137323485629917,concreto,0,2,1
Linea_MX_01,123.57381150959132,173,33.88779340061402,0,3.6119685965775874,concreto,0,3,1
Linea_MX_01,123.57714762301919,174,46.09360864914078,2,5.508804839949309,concreto,0,0,1
Linea_MX_01,123.58048373644704,175,51.046289418290506,1,6.23039708582152,concreto,1,0,1
Linea_MX_01,123.5838198498749,176,67.07894053459907,3,1.4478548607954815,concreto,0,0,1
Linea_MX_01,123.58715596330275,177,49.610763279411216,1,5.641757239549092,concreto,0,0,1
Linea_MX_01,123.59049207673061,178,35.83161989542763,2,1.84710494673516,concreto,0,1,1
Linea_MX_01,123.59382819015846,179,39.12570283920598,1,6.513805681580566,concreto,1,0,1
Linea_MX_01,123.59716430358633,180,47.099671591718455,2,6.220595438159657,concreto,0,1,1
Linea_MX_01,123.60050041701417,181,46.40191244193227,1,5.21110915209033,concreto,0,0,1
Linea_MX_01,123.60383653044204,182,66.89383902342631,3,3.370220976327893,concreto,0,1,1
Linea_MX_01,123.60717264386989,183,65.93029394635433,3,2.4216722106366992,madera,0,2,1
Linea_MX_01,123.61050875729775,184,39.61596110636608,1,3.2091139039807155,madera,0,1,1
Linea_MX_01,123.6138448707256,185,36.770368077207024,1,6.307464292160592,bloque,0,3,1
Linea_MX_01,123.61718098415346,186,10.0,1,1.953006862996959,concreto,0,0,1
Linea_MX_01,123.62051709758131,187,36.7661938001667,1,4.149013719911027,concreto,0,0,1
Linea_MX_01,123.62385321100918,188,30.329134408735747,0,0.0,concreto,0,0,1
Linea_MX_01,123.62718932443703,189,39.67763312857772,2,4.781123975572903,madera,0,1,1
Linea_MX_01,123.63052543786489,190,50.87376363525166,1,0.8934147477371477,concreto,0,0,1
Linea_MX_01,123.63386155129274,191,47.65788493798482,2,0.04558980449484018,concreto,0,1,1
Linea_MX_01,123.6371976647206,192,44.550479894286866,2,5.556144645821924,madera,0,1,1
Linea_MX_01,123.64053377814845,193,47.993731666327704,3,4.631012590401429,madera,0,1,1
Linea_MX_01,123.64386989157632,194,43.108233401535124,2,2.669867531055978,bloque,0,0,1
Linea_MX_01,123.64720600500416,195,47.95528398815214,3,3.0937129726920776,concreto,0,1,1
Linea_MX_01,123.65054211843203,196,10.0,0,10.813101302370082,concreto,0,1,1
Linea_MX_01,123.65387823185988,197,40.96059765373869,2,3.4175671209310994,madera,0,0,1
Linea_MX_01,123.65721434528774,198,43.3372391842049,3,3.39635191516723,concreto,0,0,1
Linea_MX_01,123.66055045871559,199,39.881074256901215,2,5.9569158374642335,concreto,0,0,1
Linea_MX_01,123.66388657214345,200,41.73080606845588,3,4.261637011805063,concreto,0,0,1
Linea_MX_01,123.6672226855713,201,55.549651767100954,3,6.962285349272721,bloque,0,1,1
Linea_MX_01,123.67055879899917,202,36.02842002988762,1,4.832346405646428,concreto,1,2,1
Linea_MX_01,123.67389491242702,203,78.01053148825693,3,6.283267427615147,concreto,0,2,1
Linea_MX_01,123.67723102585488,204,55.32445395333133,3,5.329991238954499,madera,1,0,1
Linea_MX_01,123.68056713928273,205,44.90539123629192,3,5.935911294470925,concreto,0,0,1
Linea_MX_01,123.68390325271059,206,41.9000654520365,1,3.872041090461466,concreto,0,0,1
Linea_MX_01,123.68723936613844,207,43.70216570426797,2,4.667583331807311,concreto,0,0,1
Linea_MX_01,123.6905754795663,208,31.27039395084032,0,3.1868935203982307,concreto,0,0,1
Linea_MX_01,123.69391159299416,209,43.57196191112986,1,5.812508522159021,bloque,0,3,1
Linea_MX_01,123.69724770642202,210,49.180252750905815,1,0.0,madera,0,1,1
Linea_MX_01,123.70058381984987,211,53.693124233598446,1,6.178408869664169,concreto,0,1,1
Linea_MX_01,123.70391993327773,212,53.69534668716501,2,6.994076050666625,concreto,0,1,1
Linea_MX_01,123.7072560467056,213,40.87683680151098,2,6.22528533374416,concreto,0,0,1
Linea_MX_01,123.71059216013344,214,23.758766212171047,1,3.6877068414501544,madera,0,2,1
Linea_MX_01,123.71392827356131,215,34.963460606498316,0,5.515687633320892,bloque,0,1,1
Linea_MX_01,123.71726438698916,216,69.18289564218583,3,1.6702639961687247,concreto,1,0,1
Linea_MX_01,123.72060050041702,217,58.44087470114921,3,6.511306641703126,madera,0,0,1
Linea_MX_01,123.72393661384487,218,50.54429379456261,1,0.7023541282248931,concreto,0,0,1
Linea_MX_01,123.72727272727273,219,33.580586328598145,0,5.78119336374859,bloque,0,2,1
Linea_MX_01,123.73060884070058,220,45.05467732460667,2,5.597972183840165,madera,0,0,1
Linea_MX_01,123.73394495412845,221,26.16496971506277,0,5.220183508791086,concreto,0,2,1
Linea_MX_01,123.7372810675563,222,36.7209468645589,1,2.658749067258219,concreto,0,0,1
Linea_MX_01,123.74061718098416,223,41.32194987472207,2,6.2804986989026315,madera,0,2,1
Linea_MX_01,123.74395329441201,224,39.57540102202181,2,0.0,madera,0,1,1
Linea_MX_01,123.74728940783987,225,59.349028965840176,3,6.331665437103877,bloque,0,2,1
Linea_MX_01,123.75062552126772,226,23.719111289468213,0,4.574313728598743,madera,0,0,1
Linea_MX_01,123.75396163469559,227,32.01851592727269,0,7.1528760176255615,bloque,0,0,1
Linea_MX_01,123.75729774812343,228,24.37968043466671,0,4.60014695474964,concreto,0,2,1
Linea_MX_01,123.7606338615513,229,26.43970180968219,0,9.514570440279135,concreto,0,0,1
Linea_MX_01,123.76396997497915,230,46.86083844669973,1,1.1745419996555624,concreto,0,0,1
Linea_MX_01,123.76730608840701,231,20.993392004155925,0,5.828221955504704,concreto,0,0,1
Linea_MX_01,123.77064220183486,232,56.30803168256455,3,1.3419865325328364,concreto,0,1,1
Linea_MX_01,123.77397831526272,233,41.297763345883865,2,3.620841458637325,bloque,0,3,1
Linea_MX_01,123.77731442869057,234,46.031824987889664,1,6.2271177629280245,concreto,0,1,1
Linea_MX_01,123.78065054211844,235,49.838651069958054,2,5.876290978631503,madera,0,2,1
Linea_MX_01,123.78398665554629,236,38.48750219622613,2,10.238616041073032,concreto,0,2,1
Linea_MX_01,123.78732276897415,237,60.48719573630066,2,2.945779799909502,concreto,0,1,1
Linea_MX_01,123.790658882402,238,42.08485909908548,2,7.858004032438545,concreto,0,1,1
Linea_MX_01,123.79399499582986,239,53.91105382858605,1,3.237099438609424,concreto,0,0,1
Linea_MX_01,123.79733110925771,240,42.013314258641216,1,1.8972997351459036,concreto,0,0,1
Linea_MX_01,123.80066722268558,241,49.36311581137385,1,0.0,bloque,0,0,1
Linea_MX_01,123.80400333611342,242,49.19494005236942,1,4.488011877706452,concreto,0,2,1
Linea_MX_01,123.80733944954129,243,48.74954909183297,2,2.4360831831516156,madera,0,0,1
Linea_MX_01,123.81067556296914,244,30.385382255686206,1,6.542552109486712,madera,0,2,1
Linea_MX_01,123.814011676397,245,51.5381365582116,2,2.414797735196703,bloque,0,0,1
Linea_MX_01,123.81734778982485,246,40.21564516350606,3,2.570195327254166,concreto,0,1,1
Linea_MX_01,123.82068390325271,247,54.45732045734877,3,5.063965829292816,concreto,0,0,1
Linea_MX_01,123.82402001668056,248,12.712598333815436,0,9.163647394418177,concreto,0,0,1
Linea_MX_01,123.82735613010843,249,23.023256669175737,1,0.7340503571915544,madera,0,0,1
Linea_MX_01,123.83069224353628,250,50.45168343202543,2,7.052838414195986,concreto,0,0,1
Linea_MX_01,123.83402835696414,251,72.94391377657843,3,6.622315899386108,madera,0,0,1
Linea_MX_01,123.83736447039199,252,57.52588120216855,3,3.337162088894698,concreto,0,0,1
Linea_MX_01,123.84070058381985,253,34.76323598700029,1,6.026248855055021,madera,0,0,1
Linea_MX_01,123.8440366972477,254,19.61921376933066,0,3.1471707210175692,concreto,0,0,1
Linea_MX_01,123.84737281067557,255,56.14029331742427,3,11.114165362075749,concreto,0,1,1
Linea_MX_01,123.85070892410342,256,43.79125166935574,3,3.6637141247347644,concreto,0,1,1
Linea_MX_01,123.85404503753128,257,53.86056326841578,1,4.2412422806579935,concreto,0,0,1
Linea_MX_01,123.85738115095913,258,46.729480833161865,1,3.0226251725475257,concreto,0,0,1
Linea_MX_01,123.86071726438699,259,45.444643876807426,1,0.0,madera,1,1,1
Linea_MX_01,123.86405337781484,260,80.0,2,3.210539860365432,concreto,0,0,1
Linea_MX_01,123.8673894912427,261,44.908050584316314,2,4.696110914616721,madera,0,3,1
Linea_MX_01,123.87072560467055,262,42.61132186120103,2,8.502767864970194,madera,0,0,1
Linea_MX_01,123.87406171809842,263,43.17826986893967,2,5.475871383389698,concreto,0,1,1
Linea_MX_01,123.87739783152627,264,36.246949249385146,3,3.431853436801909,concreto,0,1,1
Linea_MX_01,123.88073394495413,265,59.85199342072969,2,4.179829578242853,madera,0,0,1
Linea_MX_01,123.88407005838198,266,39.69368499327976,2,4.982021099224895,concreto,0,0,1
Linea_MX_01,123.88740617180984,267,54.53914058466884,2,2.8631018242631985,madera,0,1,1
Linea_MX_01,123.89074228523769,268,49.26904544720335,2,6.046711050408586,madera,0,1,1
Linea_MX_01,123.89407839866556,269,63.28478793198639,2,8.875264474260042,concreto,0,1,1
Linea_MX_01,123.8974145120934,270,51.30269395482542,2,2.9105537845133895,madera,0,0,1
Linea_MX_01,123.90075062552127,271,26.79922828578529,0,7.622590797551085,concreto,0,0,1
Linea_MX_01,123.90408673894912,272,25.10268322419089,1,6.628978912693963,madera,0,1,1
Linea_MX_01,123.90742285237698,273,66.12553719115353,3,5.611734583161594,madera,0,0,1
Linea_MX_01,123.91075896580483,274,35.86933795103337,2,4.335776855670594,concreto,0,1,1
Linea_MX_01,123.9140950792327,275,25.19096130315522,0,5.0133516129481315,concreto,0,0,1
Linea_MX_01,123.91743119266054,276,34.95572100195363,0,3.3478204783845738,concreto,0,0,1
Linea_MX_01,123.92076730608841,277,63.96937930452011,3,9.51060551117979,concreto,0,0,1
Linea_MX_01,123.92410341951626,278,23.696805015772316,1,1.8447905327336098,concreto,0,0,1
Linea_MX_01,123.92743953294412,279,32.00257194360586,0,7.4048340828578025,concreto,0,0,1
Linea_MX_01,123.93077564637197,280,34.99788736805221,0,8.649165163796846,madera,0,1,1
Linea_MX_01,123.93411175979983,281,26.23215189790207,0,3.0305970015319,concreto,0,1,1
Linea_MX_01,123.93744787322768,282,27.235089922325045,1,7.497540877876325,madera,0,1,1
Linea_MX_01,123.94078398665555,283,22.22838037104512,0,4.4319440386930316,concreto,0,0,1
Linea_MX_01,123.94412010008341,284,38.08218880294917,2,4.187079365906509,concreto,0,0,1
Linea_MX_01,123.94745621351126,285,39.676367523898726,2,3.776308921491637,concreto,0,0,1
Linea_MX_01,123.95079232693912,286,34.761927686950415,1,0.0,madera,0,0,1
Linea_MX_01,123.95412844036697,287,20.194532415485384,1,5.6437718747551155,concreto,0,2,1
Linea_MX_01,123.95746455379484,288,63.80003920283993,3,8.330655293055239,bloque,0,0,1
Linea_MX_01,123.96080066722268,289,25.063817562417594,0,1.8858387321261825,concreto,0,0,1
Linea_MX_01,123.96413678065055,290,49.17050568034306,1,6.542015974237119,concreto,0,3,1
Linea_MX_01,123.9674728940784,291,28.87850110321687,0,3.7443838231188344,concreto,0,0,1
Linea_MX_01,123.97080900750626,292,55.02475300112292,2,0.7219321750677574,madera,0,2,1
Linea_MX_01,123.97414512093411,293,59.337485327507466,3,6.993669897159351,madera,0,0,1
Linea_MX_01,123.97748123436197,294,31.835796200585172,0,9.058110493888734,madera,0,0,1
Linea_MX_01,123.98081734778982,295,16.14426405454311,1,1.6172429233911698,concreto,0,0,1
Linea_MX_01,123.98415346121769,296,55.43680978709411,3,4.647405086598621,concreto,0,0,1
Linea_MX_01,123.98748957464554,297,73.13700820070453,3,0.0,concreto,0,0,1
